collaboration_id,createur_id,compte_id,commanditaire_id,contenu_url,contenu_titre,publie_le,signaux_observes,extrait,degre,constate_le,note_interne_NE_PAS_PUBLIER
c-000059,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=mZL4VzHapTY,LORIS - BIKERS / COWBOYS - TEXAS,2021-03-18,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000060,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=hSx0FwkMLsM,LORIS - LOVE AND SEX - NEW YORK,2021-04-11,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000061,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=o-A314iXmEw,LORIS - LES TERRASSES - BRUXELLES,2021-05-24,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000062,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=mdqnu5rn3ow,LORIS - LES BOITES DE NUIT,2021-09-24,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000063,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=Z7ycXlcN2w0,LORIS - AMITIÉ HOMME / FEMME - DAKAR,2022-01-20,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000064,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=vEXhKhbK1tg,LORIS - LE BONHEUR - MBOUR SÉNÉGAL,2022-02-21,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000065,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=GZVw5GK25Jk,LORIS - LA SAINT-VALENTIN - ABIDJAN,2022-04-14,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000066,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=3rIlVfqlYTM,LORIS - LE CARNAVAL - MARTINIQUE,2022-05-24,Produits Laitiers ; indices : remerciement,…://streamlink.to/Bateausurleau ⏎  ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000067,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=UYuu8qpZkxY,LORIS - LA FAVELA - BRÉSIL,2022-06-20,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000068,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=7OOEjgDQzpg,LORIS - L'AMOUR SANS SEXE - ABIDJAN,2022-10-26,Produits Laitiers ; indices : remerciement,…//www.facebook.com/GiulianoLoris/ ⏎  ⏎ Le Tour du Monde avec Loris  ⏎ Merci aux Produits Laitiers de me permettre de faire ce tour du Monde ❤️,collaboration remuneree (verdict humain),2026-08,
c-000069,loris-giuliano,youtube:UCsTK8xMZKkrbTeWc8REbn8Q,cniel,https://www.youtube.com/watch?v=lrreuz0RLNA,LORIS GIULIANO - NAPOLI,2025-12-12,mention jugee sur piece par un humain (hors detecteur),,collaboration remuneree (verdict humain),2026-08,"""Remerciements 
Les Produits Laitiers
Maurizio - Lucifer Spritz & Food
Cibi Cotti…"" >> pourquoi ça n'a pas enregistré ce"
c-000070,michou,youtube:UCo3i0nUzZjjLuM7VjAVz4zA,cniel,https://www.youtube.com/watch?v=q_UVezoLzaQ,ÉNORME MATCH DE HOCKEY SUR GLACE ENTRE YOUTUBEURS et STREAMEURS ! (ptdrrr on sait pas patiner),2022-05-08,Produits Laitiers ; indices : remerciement,…UR GLACE ENTRE YOUTUBEURS et STREAMEURS ! (ptdrrr on sait pas patiner) ⏎ Merci au produits laitiers ainsi qu'à la Fédération française de Hockey sur glace de nous avoir accompagné sur ce projet ! ⏎  ⏎ Salut ! Aujourd'hui nouvelle vidéo ! Dans…,collaboration remuneree (verdict humain),2026-08,"Pas sûr à 100%, mais presque. En description de la vidéo, il y a le lien vers la fédération française de hockey, mais pa"
c-000071,mister-v,youtube:UC8Q0SLrZLiTj5s4qc9aad-w,cniel,https://www.youtube.com/watch?v=cwxOXJeZ5sk,MISTER V - LES JONES,2022-12-11,mention jugee sur piece par un humain (hors detecteur),,collaboration remuneree (verdict humain),2026-08,"""Thanks to : 
Les Produits Laitiers and Adrien Dinh for following me in my projects."" >> N'est-il pas possible de scrape"
c-000072,pierre-croce,youtube:UCC_r3spMB5i5QKgtdNVO0OQ,cniel,https://www.youtube.com/watch?v=NhFqiEtt1jY,Le premier qui monte les plus hauts escaliers du monde gagne,2021-10-11,En Mode Actif | Produits Laitiers ; indices : partenariat | remerciement,…agne ⏎ C'est par ici pour découvrir les défis de la campagne avec l'Europe passez En Mode Actif : https://www.produits-laitiers.com/les-challenges-qui-vont-secouer-votre-quotidien/ ⏎ Merci aux Produits Laitiers d'avoir été partenaires sur cet…,collaboration remuneree (verdict humain),2026-08,
c-000073,pierre-croce,youtube:UCC_r3spMB5i5QKgtdNVO0OQ,interbev,https://www.youtube.com/watch?v=NhFqiEtt1jY,,2021-10-11,#EnjoyItsFromEurope ; indices : communication_commerciale | partenariat | remerciement,…ci aux Produits Laitiers d'avoir été partenaires sur cette vidéo ! #EnModeActif #EnjoyItsFromEurope 🇪🇺 ⏎  ⏎ La chaîne de Ben : https://t.ly/TLbq ⏎ La chaîne d’Anthony : https://t.ly/o0Tf ⏎ La chaîne de Fred : https://t.ly/eaVh ⏎  ⏎ Ma secon…,collaboration remuneree (verdict humain),2026-09-06,
c-000074,rebeudeter,youtube:UCWDyxFXoK_nPWfaw6f_sspw,cniel,https://www.youtube.com/watch?v=nv5_ZPF0WVA,On a visité le fin fond de la France avec Amine,2021-12-18,Produits Laitiers ; indices : remerciement,…ngueries et goûter des bons plats bien locaux bien nationalistes ⏎  ⏎ Merci aux produits laitiers pour cette collab on a trop rigolé ! prenez soin de vous la miff bisou ⏎  ⏎ Réseaux Billy ⬇️ ⏎  ⏎ Insta : https://www.instagram.com/rebeudeter…,collaboration remuneree (verdict humain),2026-08,
c-000075,rebeudeter,youtube:UCWDyxFXoK_nPWfaw6f_sspw,cniel,https://www.youtube.com/watch?v=zZ11xl-SnXA,Ma première fois avec Amine au ski,2022-02-26,Produits Laitiers ; indices : remerciement,…avec un petit chocolat chaud parce que c'est assez long sah et un grand merci à Produits Laitiers pour la connexion avec la région ❤ ⏎  ⏎ Réseaux Billy ⬇️ ⏎  ⏎ Insta : https://www.instagram.com/rebeudeter ⏎ Twitter : https://www.twitter.com…,collaboration remuneree (verdict humain),2026-08,
c-000076,rebeudeter,youtube:UCWDyxFXoK_nPWfaw6f_sspw,cniel,https://www.youtube.com/watch?v=HOx2mZcqVjs,On s'envoie sur une île avec Amine 🏝️,2023-09-14,Produits Laitiers ; indices : collaboration | remerciement,"…'ile sort directement de Toriko tellement c'était bon ⏎  ⏎  ⏎ Un gros merci aux produits laitiers pour cette collab, on a passé un moment incroyable !  ⏎ Cette vidéo inclu une collaboration commerciale. ⏎  ⏎ On se retrouve très très bientôt…",collaboration remuneree (verdict humain),2026-08,
c-000077,redha-jr,youtube:UCjDJyveN85BFN5QcQ0iDqnQ,cniel,https://www.youtube.com/watch?v=D9z92qOEvxU,,2022-02-25,@lesproduitslaitiers ; indices : aucun,Redha Jr - Quand ça nous arrive 🥺💔🥛 ⏎ Trouvez une solution 🥺🥲🥛 @LesProduitsLaitiers #collaboration,collaboration remuneree (verdict humain),2026-09-06,valide par Vincent sur pre-tri Claude (06/09)
c-000078,studio-danielle,youtube:UC1iLfWw_KN-UrEDLSdd3L_A,cniel,https://www.youtube.com/watch?v=BGMMg41mqKY,LE TOUR DE LA GRATTE À MARSEILLE,2023-02-15,mention jugee sur piece par un humain (hors detecteur),,collaboration remuneree (verdict humain),2026-08,"""Cette vidéo est en partenariat avec Les Produits Laitiers et leur campagne En Mode Actif cofinancée par l'UE, qui vise "
c-000079,studio-danielle,youtube:UC1iLfWw_KN-UrEDLSdd3L_A,cniel,https://www.youtube.com/watch?v=mLZEJLHeJYI,"Danielle piégée pendant 6 mois (feat Joyca, Jimmy Labeeu, GMK, Momo Henni)",2023-01-02,En Mode Actif | Produits Laitiers ; indices : collaboration | partenariat | remerciement,"…e à la réalisation de cette vidéo. ⏎  ⏎ Cette vidéo est en partenariat avec Les Produits Laitiers et leur campagne En Mode Actif cofinancée par l'UE, qui vise à lutter contre la sédentarité. ⏎ Collaboration commerciale ⏎  ⏎ Avec l'Europe, p…",collaboration remuneree (verdict humain),2026-08,"""Cette vidéo est en partenariat avec Les Produits Laitiers et leur campagne En Mode Actif cofinancée par l'UE, qui vise "
c-000080,studio-danielle,youtube:UC1iLfWw_KN-UrEDLSdd3L_A,cniel,https://www.youtube.com/watch?v=Z62qEUXOuh4,ELLE A FINI LA JOURNÉE EN TITUBANT,2020-03-06,Produits Laitiers ; indices : remerciement | sponsor,"…. Et elle a bu de tout, sauf de l'eau. SANS DÉPENSER 1€ LA RADINE ! ⏎ Merci aux Produits Laitiers pour l'invitation au salon et pour la sponsorisation de cette vidéo. ⏎ Merci aux exposants et aux visiteurs pour leur bienveillance ⏎ Et merci…",collaboration remuneree (verdict humain),2026-08,"""Merci aux Produits Laitiers pour l'invitation au salon et pour la sponsorisation de cette vidéo."""
c-000081,studio-danielle,youtube:UC1iLfWw_KN-UrEDLSdd3L_A,cniel,https://www.youtube.com/watch?v=XSxogxQcAik,DANIELLE VS 60 VACHES,2019-10-09,Produits Laitiers ; indices : remerciement | sponsor,…a chaine : https://www.youtube.com/channel/UCJ8qzw5pxDBtZlul1bWMnlw ⏎ Merci aux Produits Laitiers d'avoir sponsorisé cette vidéo :D,collaboration remuneree (verdict humain),2026-08,"""Merci aux Produits Laitiers d'avoir sponsorisé cette vidéo :D"""
c-000082,studio-danielle,youtube:UC1iLfWw_KN-UrEDLSdd3L_A,interbev,https://www.youtube.com/watch?v=mLZEJLHeJYI,,2023-01-02,#EnjoyItsFromEurope ; indices : collaboration | partenariat | remerciement,"…dentarité. ⏎ Collaboration commerciale ⏎  ⏎ Avec l'Europe, passez en mode actif #Enjoyitsfromeurope 🇪🇺",collaboration remuneree (verdict humain),2026-09-06,valide par Vincent sur pre-tri Claude (06/09)
c-000083,studio-danielle,youtube:UC1iLfWw_KN-UrEDLSdd3L_A,interbev,https://www.youtube.com/watch?v=R0RYmOZUx-8,,2020-08-04,#EnjoyItsFromEurope ; indices : partenariat,…izarres! ⏎  ⏎ Cette vidéo est en partenariat avec la filière laitière française #EnjoyitsfromEurope #ToutCommenceAvecLeLait,collaboration remuneree (verdict humain),2026-09-06,valide par Vincent sur pre-tri Claude (06/09)
c-000084,valouzz,youtube:UCNGq4mP3Ds5OUGjPo8IJOcw,interbev,https://www.youtube.com/watch?v=TK2KM-buw7E,Je mange comme mon perso pendant 15 jours ! (dans quoi je m'embarque),2024-03-20,Aimez la viande ; indices : aucun,…mmeTonPerso ⏎   ⏎ Découvrez-en plus sur https://naturellement-flexitariens.fr ⏎ Aimez la viande. Mangez,collaboration remuneree (verdict humain),2026-08,"COLLABORATION COMMERCIALE
 ———
Vous aviez déjà remarqué vous qu’on passait beaucoup plus de temps à cuisiner dans les je"
